0.0	0.005	0.0	0.0	0.0	0.0	0.035	100.0
0.01	0.005	0.0	0.013902962757677358	0.0	3.685584655377822e-5	0.0349974203308733	99.85232036969626
0.02	0.005	0.0	0.02748861987183498	0.0	0.00014614449830479761	0.03499484085188068	99.70485883212457
0.03	0.005	0.0	0.040764213146938504	0.0	0.00032598306614587313	0.03499226156300813	99.5576150652064
0.04	0.005	0.0	0.05373681906913038	0.0	0.0005745349990050022	0.03498968246424163	99.41058874733888
0.05	0.005	0.0	0.06641335271623604	0.0	0.0008900088951353017	0.03498710355556717	99.26377955739402
0.06	0.005	0.0	0.07880057118845805	0.0	0.0012706574622718457	0.03498452483697074	99.11718717471814
0.07	0.005	0.0	0.09090507751591177	0.0	0.001714776331826647	0.03498194630843834	98.97081127913104
0.08	0.005	0.0	0.10273332405806546	0.0	0.002220703050474939	0.03497936796995594	98.82465155092538
0.09	0.005	0.0	0.1142916155759037	0.0	0.0027868161219061953	0.03497678982150955	98.67870767086603
0.1	0.005	0.0	0.1255861134861233	0.0	0.003411533766847776	0.034974211863085164	98.53297932018916
0.11	0.005	0.0	0.13662283822627086	0.0	0.004093313200570954	0.03497163409466877	98.38746618060182
0.12	0.005	0.0	0.1474076725770312	0.0	0.0048306496103128855	0.034969056516246357	98.2421679342811
0.13	0.005	0.0	0.15794636579376273	0.0	0.005622074975044431	0.034966479127803936	98.09708426387336
0.14	0.005	0.0	0.16824453554932972	0.0	0.006466157471873907	0.03496390192932749	97.95221485249367
0.15	0.005	0.0	0.17830767065931483	0.0	0.0073615006157798455	0.03496132492080303	97.80755938372522
0.16	0.005	0.0	0.18814113571508337	0.0	0.008306741948409519	0.03495874810221655	97.66311754161822
0.17	0.005	0.0	0.19775017267993028	0.0	0.009300552576471255	0.03495617147355406	97.51888901068959
0.18	0.005	0.0	0.2071399032154208	0.0	0.010341636420729853	0.03495359503480154	97.37487347592227
0.19	0.005	0.0	0.21631533217996443	0.0	0.011428729201858709	0.03495101878594501	97.23107062276435
